0,Consultant,Main New Gloss.1,Gloss Variant,D Start HS,N-D Start HS,D End HS,N-D End HS,Passive Arm,Session,Scene,Start,End,vid_links
8960,Naomi,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,N,ASL_2008_08_06,16,4493,4535,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_660.mov
8961,Naomi,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,N,ASL_2008_08_13_session2,12,2385,2437,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3679.mov
8962,Brady,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,N,ASL_2011_06_14_Brady,4,1488,1520,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_660.mov
8963,Brady,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,N,ASL_2011_06_14_Brady,5,446,486,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3679.mov
8964,Brady,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,N,ASL_2011_06_14_Brady,54,1429,1461,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5162.mov
8965,Liz,CENT+TEN,CENT+TEN,L,,10,,N,ASL_2008_01_18,17,2025,2087,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_667.mov
8966,Tyler,CENT+TEN,CENT+TEN,1,,10,,N,ASL_2008_05_12b,16,2166,2197,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_667.mov
8967,Naomi,CENT+TEN,CENT+TEN,L,,10,,N,ASL_2008_08_06,17,2733,2745,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_667.mov
8968,Brady,CENT+TEN,CENT+TEN,L,,10,,N,ASL_2011_06_14_Brady,4,1979,1996,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_667.mov
8969,Brady,CENT+TEN,CENT+TEN,1,,10,,N,ASL_2011_06_14_Brady,5,684,704,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5415.mov
8970,Liz,EAT+BOX/ROOM,EAT+BOX/ROOM,flat-O,B-L,B-L,B-L,N,ASL_2008_01_18,17,2549,2624,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_669.mov
8971,Naomi,EAT+BOX/ROOM,EAT++BOX/ROOM,flat-O,B-L,B-L,B-L,N,ASL_2008_08_06,17,3756,3812,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_669.mov
8972,Brady,EAT+BOX/ROOM,EAT++BOX/ROOM,flat-O,B-L,B-L,B-L,N,ASL_2011_06_14_Brady,4,2304,2332,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_669.mov
8973,Brady,EAT+BOX/ROOM,EAT++BOX/ROOM,flat-O,B-L,B-L,B-L,N,ASL_2011_06_14_Brady,5,1082,1120,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16275.mov
8974,Liz,DIRECT+AGENT,DIRECT+AGENT,D,D,B-L,B-L,N,ASL_2008_01_18,18,1991,2052,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_677.mov
8975,Tyler,DIRECT+AGENT,DIRECT+AGENT,D,D,B-L,B-L,N,ASL_2008_05_12b,17,2020,2064,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_677.mov
8976,Naomi,DIRECT+AGENT,DIRECT+AGENT,D,D,B-L,B-L,N,ASL_2008_08_06,18,1915,1956,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_677.mov
8977,Brady,DIRECT+AGENT,DIRECT+AGENT,D,D,B-L,B-L,N,ASL_2011_06_14_Brady,5,1867,1888,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_677.mov
8978,Liz,THINK+MESSED-UP,THINK+MESSED-UP,1,crvd-5,crvd-5,crvd-5,N,ASL_2008_01_18,20,965,1020,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_693.mov
8979,Tyler,THINK+MESSED-UP,THINK+MESSED-UP,1,crvd-5,crvd-5,crvd-5,N,ASL_2008_05_12b,19,971,1009,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_693.mov
8980,Naomi,THINK+MESSED-UP,THINK+MESSED-UP,1,crvd-5,crvd-5,crvd-5,N,ASL_2008_08_06,20,757,791,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_693.mov
8981,Brady,THINK+MESSED-UP,THINK+MESSED-UP,1,crvd-5,crvd-5,crvd-5,N,ASL_2011_06_14_Brady,5,2582,2613,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_693.mov
8982,Liz,#DOG,#DOG++,D,,baby-O,,N,ASL_2008_01_18,21,1077,1110,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_704.mov
8983,Tyler,#DOG,#DOG+,D,,flat-G,,N,ASL_2008_05_29a,1,3946,3984,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_704.mov
8984,Naomi,#DOG,#DOG+,D,,baby-O,,N,ASL_2008_08_06,21,1707,1730,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_704.mov
8985,Brady,#DOG,#DOG+,D,,G/Q,,N,ASL_2011_06_08_Brady,37,830,851,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_704.mov
8986,Lana,#DOG,#DOG+,D,,G/Q,,N,ASL_2006_10_10,7,640,662,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_704.mov
8987,Dana,#DOG,#DOG++,D,,G/Q,,N,ASL_2007_05_24,11,675,735,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_704.mov
8988,Liz,DRY+(nd-C)SPIN,DRY+(nd-C)SPIN,1,,1,C,N,ASL_2008_01_18,25,2390,2492,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_749.mov
8989,Naomi,DRY+(nd-C)SPIN,DRY+(nd-C)SPIN,1,,1,crvd-5,N,ASL_2008_08_06,25,3257,3330,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_749.mov
8990,Brady,DRY+(nd-C)SPIN,DRY++(nd-C)SPIN,1,crvd-B,1,crvd-B,N,ASL_2011_06_14_Brady,8,869,912,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_749.mov
8991,Tyler,DRY+(nd-C)SPIN,DRY+WASHING-MACHINE,1,crvd-5,crvd-5,crvd-5,N,ASL_2008_05_29a,5,3562,3625,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5749.mov
8992,Brady,DRY+(nd-C)SPIN,DRY++WASHING-MACHINE,1,crvd-5,crvd-5,crvd-5,N,ASL_2011_06_14_Brady,8,2810,2861,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5749.mov
8993,Naomi,EAR+EAR-HURT,EAR+EAR-HURT,1,,bent-1,bent-1,N,ASL_2008_08_06,27,604,655,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_763.mov
8994,Liz,#EARLY,#EARLY,E,,Y,,N,ASL_2008_01_18,27,1136,1202,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_764.mov
8995,Liz,#EARLY,#EARLY,E,,Y,,N,ASL_2008_01_18,27,1610,1667,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3621.mov
8996,Brady,#EARLY,#EARLY,E,,Y,,N,ASL_2011_06_14_Brady,9,4808,4841,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_764.mov
8997,Brady,#EARLY,#EARLY,E,,Y,,N,ASL_2011_06_14_Brady,9,5366,5401,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3621.mov
8998,Liz,EARTH+RUMBLE,EARTH+RUMBLE,open-8,B-L,S,S,N,ASL_2008_01_18,28,415,475,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_770.mov
8999,Tyler,EARTH+RUMBLE,EARTH+RUMBLE,open-8,B-L,S,S,N,ASL_2008_05_29a,7,3164,3203,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_770.mov
9000,Naomi,EARTH+RUMBLE,EARTH+RUMBLE,open-8,B-L,S,S,N,ASL_2008_08_06,27,3476,3516,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_770.mov
9001,Brady,EARTH+RUMBLE,EARTH+RUMBLE,open-8,Rlxd,S,S,N,ASL_2011_06_14_Brady,9,6674,6707,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_770.mov
9002,Liz,#ED,#ED,E,E,D,D,N,ASL_2010_08_10_Liz_additional_lexicon_signs,11,475,530,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_778.mov
9003,Tyler,#ED,#ED,loose-E,loose-E,D,D,N,ASL_2008_05_29a,8,3115,3140,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_778.mov
9004,Naomi,#ED,#ED,E,E,D,D,N,ASL_2008_08_06,28,3062,3085,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_778.mov
9005,Brady,#ED,#ED,E,E,D,D,N,ASL_2011_06_14_Brady,10,2928,2946,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_778.mov
9006,Liz,#ED,(1h)#ED,E,,D,,N,ASL_2008_01_18,28,2550,2575,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3877.mov
9007,Liz,CENT+EIGHT,CENT+EIGHT,1,,8,,N,ASL_2008_01_18,29,1830,1877,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_784.mov
9008,Naomi,CENT+EIGHT,CENT+EIGHT,1,,8,,N,ASL_2008_08_06,29,1176,1200,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_784.mov
9009,Brady,CENT+EIGHT,CENT+EIGHT,1,,8,,N,ASL_2011_06_14_Brady,10,7764,7785,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_784.mov
9010,Liz,ELECTRIC+AGENT,ELECTRIC+AGENT,X,X,B-L,B-L,N,ASL_2008_01_18,30,486,555,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_791.mov
9011,Tyler,ELECTRIC+AGENT,ELECTRIC+AGENT,X,X,B-L,B-L,N,ASL_2008_05_29a,10,256,303,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_791.mov
9012,Naomi,ELECTRIC+AGENT,ELECTRIC+AGENT,X,X,B-L,B-L,N,ASL_2008_08_06,30,259,305,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_791.mov
9013,Brady,ELECTRIC+AGENT,ELECTRIC+AGENT,X,X,B-L,B-L,N,ASL_2011_06_14_Brady,11,1981,2014,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_791.mov
9014,Liz,OPPOSITE+AGENT,OPPOSITE+AGENT,1,1,B-L,B-L,N,ASL_2008_01_18,31,1395,1450,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_805.mov
9015,Naomi,OPPOSITE+AGENT,OPPOSITE+AGENT,bent-1,bent-1,B-L,B-L,N,ASL_2008_08_06,31,1955,1990,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_805.mov
9016,Brady,OPPOSITE+AGENT,OPPOSITE+AGENT,1,1,B-L,B-L,N,ASL_2011_06_14_Brady,12,525,552,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_805.mov
9017,Liz,CAR+ENGINE,CAR+ENGINE+,S,S,S,S,N,ASL_2008_01_18,31,4478,4577,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_809.mov
9018,Brady,CAR+TRUNK,CAR+TRUNK,S,S,crvd-B,B,N,ASL_2011_06_14_Brady,12,1916,1978,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_4745.mov
9019,Liz,ENGINEERING+AGENT,ENGINEERING+AGENT,Y,Y,B-L,B-L,N,ASL_2008_01_18,32,182,237,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_810.mov
9020,Naomi,ENGINEERING+AGENT,ENGINEERING+AGENT,Y,Y,B-L,B-L,N,ASL_2008_08_06,31,3440,3475,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_810.mov
9021,Brady,ENGINEERING+AGENT,ENGINEERING+AGENT,Y,Y,B-L,B-L,N,ASL_2011_06_14_Brady,12,4591,4628,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_810.mov
9022,Tyler,ENGINEERING+AGENT,(2h)alt.ENGINEERING+AGENT,Y,Y,B-L,B-L,N,ASL_2008_05_29a,11,3616,3680,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_16556.mov
9023,Liz,ANY+WHERE,EACH+WHERE,10,10,1,10,N,ASL_2008_01_18,35,485,538,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_841.mov
9024,Naomi,ANY+WHERE,EACH+WHERE,10,10,1,10,N,ASL_2008_08_06,35,154,187,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_841.mov
9025,Liz,ANY+WHERE,ANY+WHERE,A,,1,,N,ASL_2008_01_11,16,458,499,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5176.mov
9026,Tyler,ANY+WHERE,ANY+WHERE,A,,1,,N,ASL_2008_05_12a,12,929,966,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5176.mov
9027,Tyler,ANY+WHERE,ANY+WHERE,10,,1,,N,ASL_2008_05_29a,15,261,300,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15053.mov
9028,Naomi,ANY+WHERE,ANY+WHERE,A,,1,,N,ASL_2008_08_04,12,735,767,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5176.mov
9029,Brady,ANY+WHERE,ANY+WHERE,10,,1,,N,ASL_2011_06_14_Brady,2,2658,2688,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5176.mov
9030,Brady,ANY+WHERE,ANY+WHERE,10,,1,,N,ASL_2011_06_14_Brady,14,721,751,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15053.mov
9031,Liz,THINK+(2h)PASS-OUT,THINK+(2h)PASS-OUT,1,,S,S,N,ASL_2008_01_18,37,1898,1973,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_867.mov
9032,Naomi,THINK+(2h)PASS-OUT,THINK+(2h)PASS-OUT,1,,cocked-S,S,N,ASL_2008_08_06,37,1823,1852,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_867.mov
9033,Brady,THINK+(2h)PASS-OUT,THINK+(2h)PASS-OUT,1,,S,S,N,ASL_2011_06_14_Brady,15,5885,5919,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_867.mov
9034,Liz,FARM+AGENT,FARM+AGENT,5,B-L,B-L,B-L,N,ASL_2008_01_18,38,2177,2245,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_879.mov
9035,Naomi,FARM+AGENT,FARM++AGENT,5,B-L,B-L,B-L,N,ASL_2008_08_06,38,2539,2590,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_879.mov
9036,Brady,FARM+AGENT,FARM+AGENT,5,B-L,B-L,B-L,N,ASL_2011_06_14_Brady,16,4074,4110,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_879.mov
9037,Tyler,FARM+AGENT,FARM_2+AGENT,5,B-L,B-L,B-L,N,ASL_2008_05_29a,18,3167,3210,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_16521.mov
9038,Liz,FIFTH,FIFTH,5,,5,,N,ASL_2008_01_18,40,1592,1622,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_897.mov
9039,Liz,FIFTH,FIFTH,5,,5,,N,ASL_2008_01_18,43,1225,1247,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3489.mov
9040,Liz,FIFTH,FIFTH,5,,5,,N,ASL_2010_08_10_Liz_additional_lexicon_signs,11,2710,2740,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3491.mov
9041,Liz,FIFTH,FIFTH,5,,5,,N,ASL_2010_08_10_Liz_additional_lexicon_signs,15,795,830,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3524.mov
9042,Liz,FIFTH,FIFTH,5,,5,,N,ASL_2010_08_10_Liz_additional_lexicon_signs,18,885,925,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3533.mov
9043,Tyler,FIFTH,FIFTH+,5,,5,,N,ASL_2008_05_29a,20,2655,2720,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_897.mov
9044,Naomi,FIFTH,FIFTH,5,,5,,N,ASL_2008_08_06,40,2485,2501,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_897.mov
9045,Naomi,FIFTH,FIFTH,5,,5,,N,ASL_2008_08_06,43,1170,1192,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3489.mov
9046,Brady,FIFTH,FIFTH,5,,5,,N,ASL_2011_06_08_Brady,4,265,280,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_897.mov
9047,Brady,FIFTH,FIFTH,5,,5,,N,ASL_2011_06_08_Brady,4,725,739,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3489.mov
9048,Brady,FIFTH,FIFTH,5,,5,,N,ASL_2011_06_08_Brady,4,1413,1429,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3491.mov
9049,Brady,FIFTH,FIFTH,5,,5,,N,ASL_2011_06_08_Brady,5,10708,10719,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3524.mov
9050,Brady,FIFTH,FIFTH,5,,5,,N,ASL_2011_06_08_Brady,6,734,750,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3533.mov
9051,Brady,FIFTH,FIFTH,5,,5,,N,ASL_2011_06_14_Brady,17,6839,6859,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3537.mov
9052,Brady,FIFTH,FIFTH,5,,5,,N,ASL_2011_06_14_Brady,19,2369,2379,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3995.mov
9053,Brady,FIFTH,FIFTH_2,5,,5,,N,ASL_2011_06_08_Brady,6,462,473,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5015.mov
9054,Brady,FIFTH,FIFTH_2,5,,5,,N,ASL_2011_06_08_Brady,6,981,1002,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5017.mov
9055,Liz,FIVE-DOLLARS,FIVE-DOLLARS,5,,5,,N,ASL_2010_08_10_Liz_additional_lexicon_signs,11,2851,2880,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5689.mov
9056,Tyler,FIVE-DOLLARS,FIVE-DOLLARS,5,,5,,N,ASL_2008_05_29a,23,1027,1050,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5689.mov
9057,Brady,FIVE-DOLLARS,FIVE-DOLLARS++,5,,5,,N,ASL_2011_06_08_Brady,6,127,155,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5689.mov
9058,Liz,FIFTH-PLACE,FIFTH-PLACE,5,,5,,N,ASL_2010_08_10_Liz_additional_lexicon_signs,11,2985,3030,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_4649.mov
9059,Liz,FIFTH-PLACE,FIFTH-PLACE,5,,5,,N,ASL_2010_08_10_Liz_additional_lexicon_signs,13,705,746,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15394.mov
9060,Liz,FIRE/BURN+PLACE,FIRE/BURN+PLACE,crvd-5,crvd-5,P/K,P/K,N,ASL_2008_01_18,42,2254,2335,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_918.mov
9061,Tyler,FIRE/BURN+PLACE,FIRE/BURN+PLACE,5,5,P/K,P/K,N,ASL_2008_05_29a,22,2964,3008,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_918.mov
9062,Naomi,FIRE/BURN+PLACE,FIRE/BURN+PLACE,A,10,P/K,P/K,N,ASL_2008_08_06,42,1787,1846,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_918.mov
9063,Brady,FIRE/BURN+PLACE,(2h)alt.FIRE+PLACE,5,5,P/K,P/K,N,ASL_2011_06_14_Brady,18,7191,7235,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16522.mov
9064,Liz,FIRST,FIRST,1,,1,,N,ASL_2010_08_10_Liz_additional_lexicon_signs,18,321,365,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_919.mov
9065,Tyler,FIRST,FIRST,1,,1,,N,ASL_2008_05_29a,22,3190,3211,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_919.mov
