,Consultant,Main New Gloss.1,Gloss Variant,D Start HS,N-D Start HS,D End HS,N-D End HS,Passive Arm,Session,Scene,Start,End,vid_links
11251,Tyler,"DCL:crvd-V""couch shaped object""","DCL:crvd-U""couch shaped object""",crvd-U,crvd-U,crvd-U,crvd-U,N,ASL_2008_05_12b,6,735,767,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5385.mov
11252,Brady,"DCL:crvd-V""couch shaped object""","DCL:crvd-U""couch shaped object""",crvd-U,crvd-U,crvd-U,crvd-U,N,ASL_2011_06_08_Brady,30,8913,8949,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5385.mov
11254,Liz,"DCL:crvd-V""couch shaped object""","DCL:crvd-V""couch shaped object""",crvd-V,crvd-V,crvd-V,crvd-V,N,ASL_2008_02_29,37,2690,2740,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5736.mov
11255,Brady,"DCL:crvd-V""couch shaped object""","DCL:crvd-V""couch shaped object""",crvd-V,crvd-V,crvd-V,crvd-V,N,ASL_2011_06_08_Brady,19,6901,6925,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5736.mov
11256,Brady,"DCL:crvd-V""couch shaped object""","DCL:crvd-V""couch shaped object""",crvd-V,crvd-V,crvd-V,crvd-V,N,ASL_2011_07_19_Brady,90,1400,1421,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5968.mov
11258,Liz,"DCL:crvd-V""couch shaped object""","DCL:crvd-B""couch shaped object""",crvd-B,crvd-B,crvd-B,crvd-B,N,ASL_2008_02_29,38,220,251,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16309.mov
11259,Brady,"DCL:crvd-V""couch shaped object""","DCL:crvd-B""couch shaped object""",crvd-B,crvd-B,crvd-B,crvd-B,N,ASL_2011_07_19_Brady,90,1700,1714,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16309.mov
11261,Liz,NEAT,NEAT,X-over-thumb,,X-over-thumb,,N,ASL_2008_02_15,16,390,426,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_6981.mov
11262,Liz,NEAT,NEAT,X,,X,,N,ASL_2010_08_10_Liz_additional_lexicon_signs,26,2490,2546,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5339.mov
11263,Tyler,NEAT,NEAT,X-over-thumb,,X-over-thumb,,N,ASL_2008_06_10,23,3542,3562,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_6981.mov
11264,Brady,NEAT,NEAT,baby-O,,baby-O,,N,ASL_2011_06_08_Brady,30,5202,5216,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_6981.mov
11266,Liz,NERVY,NERVY,crvd-U,,crvd-U,,N,ASL_2008_02_15,17,640,685,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15180.mov
11268,Tyler,WILD_2,WILD_2,crvd-5,,S,,N,ASL_2008_05_12b,8,3390,3415,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_7007.mov
11270,Liz,CRAZY,CRAZY+,1,,1,,N,ASL_2008_01_18,8,2740,2795,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_7009.mov
11271,Tyler,CRAZY,CRAZY+,1,,1,,N,ASL_2008_05_12b,8,1532,1576,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_7009.mov
11272,Naomi,CRAZY,CRAZY+,1,,1,,N,ASL_2008_08_06,8,3985,4022,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_7009.mov
11273,Brady,CRAZY,CRAZY+,1,,1,,N,ASL_2011_06_08_Brady,31,4150,4196,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_7009.mov
11274,Lana,CRAZY,CRAZY+,1,,1,,N,ASL_2006_10_10,6,1295,1333,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_7009.mov
11276,Dana,CRAZY,(5)CRAZY+,5,,5,,N,ASL_2007_05_24,10,1493,1564,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_15073.mov
11278,Liz,RADIO,RADIO,crvd-5,,crvd-5,,N,ASL_2008_01_18,8,2296,2340,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16179.mov
11279,Liz,RADIO,RADIO,crvd-5,,crvd-5,,N,ASL_2008_02_29,5,1655,1700,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16185.mov
11280,Naomi,RADIO,RADIO,crvd-5,,crvd-5,,N,ASL_2008_08_06,8,3705,3721,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_16179.mov
11281,Brady,RADIO,RADIO,crvd-5,,crvd-5,,N,ASL_2011_07_19_Brady,50,742,785,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16179.mov
11283,Tyler,DENTIST,DENTIST+,S,,S,,N,ASL_2008_05_12b,14,1660,1705,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_7113.mov
11284,Brady,DENTIST,DENTIST+,S,,S,,N,ASL_2011_06_08_Brady,33,532,562,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_7113.mov
11286,Lana,(2h)alt.ANGRY,(1h)ANGRY,5-C-L,,5-C-L,,N,ASL_2006_10_10,18,1089,1103,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_7139.mov
11288,Liz,(2h)alt.ANGRY,(2h)alt.ANGRY+,5-C-L,5-C-L,5-C-L,5-C-L,N,ASL_2008_01_11,10,380,425,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5470.mov
11289,Liz,(2h)alt.ANGRY,(2h)alt.ANGRY+,5-C-L,5-C-L,5-C-L,5-C-L,N,ASL_2010_08_10_Liz_additional_lexicon_signs,8,2326,2380,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5895.mov
11290,Brady,(2h)alt.ANGRY,(2h)alt.ANGRY+,5-C-L,5-C-L,5-C-L,5-C-L,N,ASL_2011_06_08_Brady,9,12376,12410,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5470.mov
11291,Brady,(2h)alt.ANGRY,(2h)alt.ANGRY+,5-C,5-C,5-C,5-C,N,ASL_2011_07_19_Brady,50,952,994,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5895.mov
11293,Brady,FOUR-HOURS,FOUR-HOURS,4,B-L,4,B-L,N,ASL_2011_06_14_Brady,22,4785,4814,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_7152.mov
11295,Liz,FOUR_2+HOUR,FOUR_2+HOUR,4,B-L,1,B-L,N,ASL_2010_08_10_Liz_additional_lexicon_signs,16,4441,4514,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5886.mov
11297,Liz,GAS/GAS-UP,GAS/GAS-UP+,10,S,10,S,N,ASL_2008_02_01,2,3265,3350,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_7200.mov
11298,Liz,GAS/GAS-UP,GAS/GAS-UP,10,S,10,S,N,ASL_2008_02_29,3,1056,1111,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5022.mov
11299,Tyler,GAS/GAS-UP,GAS/GAS-UP+,10,S,10,S,N,ASL_2008_05_29a,34,1840,1881,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_7200.mov
11300,Naomi,GAS/GAS-UP,GAS/GAS-UP+,10,S,10,S,N,ASL_2008_08_13,2,3002,3029,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_7200.mov
11301,Brady,GAS/GAS-UP,GAS/GAS-UP,10,full-M,10,full-M,N,ASL_2011_06_14_Brady,24,8894,8921,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_7200.mov
11302,Brady,GAS/GAS-UP,GAS/GAS-UP,10,S,10,S,N,ASL_2011_07_19_Brady,48,124,153,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5022.mov
11303,Lana,GAS/GAS-UP,GAS/GAS-UP,10,S,10,S,N,ASL_2006_10_10,11,2348,2360,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_7200.mov
11304,Dana,GAS/GAS-UP,GAS/GAS-UP,10,S,10,S,N,ASL_2007_05_24,15,2278,2329,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_7200.mov
11306,Liz,GET-TICKET,GET-TICKET,crvd-V,B-L,crvd-V,B-L,N,ASL_2008_02_01,3,1985,2040,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_7232.mov
11307,Liz,GET-TICKET,GET-TICKET,crvd-V,B-L,crvd-V,B-L,N,ASL_2008_02_01,4,775,817,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5021.mov
11308,Liz,GET-TICKET,GET-TICKET++,crvd-V,B-L,crvd-V,B-L,N,ASL_2008_03_28,17,4020,4050,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5813.mov
11309,Tyler,GET-TICKET,GET-TICKET,crvd-V,B-L,crvd-V,B-L,N,ASL_2008_05_29a,36,480,505,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_7232.mov
11310,Naomi,GET-TICKET,GET-TICKET,crvd-V,B-L,crvd-V,B-L,N,ASL_2008_08_13,3,2943,2970,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_7232.mov
11311,Naomi,GET-TICKET,GET-TICKET,crvd-V,B-L,crvd-V,B-L,N,ASL_2008_08_13,4,980,1000,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5021.mov
11312,Brady,GET-TICKET,GET-TICKET,crvd-V,B-L,crvd-V,B-L,N,ASL_2011_06_14_Brady,25,2065,2088,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_7232.mov
11313,Brady,GET-TICKET,GET-TICKET,crvd-V,B-L,crvd-V,B-L,N,ASL_2011_06_14_Brady,25,3237,3261,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5021.mov
11314,Brady,GET-TICKET,GET-TICKET+,crvd-V,B-L,crvd-V,B-L,N,ASL_2011_07_22_Brady,5,3035,3071,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5813.mov
11315,Brady,GET-TICKET,GET-TICKET,crvd-V,B-L,crvd-V,B-L,N,ASL_2011_07_22_Brady,43,1759,1792,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5938.mov
11316,Brady,GET-TICKET,GET-TICKET,crvd-V,B-L,crvd-V,B-L,N,ASL_2011_07_22_Brady,43,1962,1988,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15127.mov
11318,Liz,LINE-UP,LINE-UP,4,4,4,4,N,ASL_2008_02_01,50,2505,2541,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_7256.mov
11319,Tyler,LINE-UP,LINE-UP,4,4,4,4,N,ASL_2008_06_10,2,2137,2180,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_7256.mov
11320,Naomi,LINE-UP,LINE-UP,4,4,4,4,N,ASL_2008_08_13_session2,5,1835,1860,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_7256.mov
11321,Brady,LINE-UP,LINE-UP,4,4,4,4,N,ASL_2011_06_14_Brady,50,543,565,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_7256.mov
11322,Brady,LINE-UP,LINE-UP,4,4,4,4,N,ASL_2011_07_22_Brady,46,1973,2006,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5803.mov
11324,Liz,TRAFFIC,TRAFFIC+,5,5,5,5,N,ASL_2008_03_28,22,651,690,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16077.mov
11325,Brady,TRAFFIC,TRAFFIC+++,5,5,5,5,N,ASL_2011_07_22_Brady,10,146,192,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16077.mov
11327,Liz,GO-TO-IT,GO-TO-IT,1,,1,,N,ASL_2008_02_01,8,645,670,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_7322.mov
11328,Tyler,GO-TO-IT,GO-TO-IT,1,,1,,N,ASL_2008_05_29a,39,276,306,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_7322.mov
11329,Naomi,GO-TO-IT,GO-TO-IT,bent-1,,bent-1,,N,ASL_2008_08_13,7,743,762,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_7322.mov
11330,Brady,GO-TO-IT,GO-TO-IT,1,,1,,N,ASL_2011_06_14_Brady,27,1610,1630,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_7322.mov
11331,Brady,GO-TO-IT,GO-TO-IT,1,,bent-1,,N,ASL_2011_07_22_Brady,44,686,703,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5795.mov
11333,Brady,(M)ns-MEXICO,(M)ns-MEXICO,full-M,,full-M,,N,ASL_2011_06_14_Brady,56,4304,4332,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_7379.mov
11335,Liz,ns-nat-MEXICO,ns-nat-MEXICO,V/2,,V/2,,N,ASL_2008_02_15,3,4410,4455,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5066.mov
11336,Tyler,ns-nat-MEXICO,ns-nat-MEXICO,V/2,,V/2,,N,ASL_2008_06_10,13,5089,5126,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5066.mov
11337,Brady,ns-nat-MEXICO,ns-nat-MEXICO,V/2,,V/2,,N,ASL_2011_06_14_Brady,56,3827,3856,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5066.mov
11339,Liz,KETCHUP,KETCHUP++,C,,C,,N,ASL_2008_02_01,39,2075,2130,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_7405.mov
11340,Naomi,KETCHUP,KETCHUP+,C,,C,,N,ASL_2008_08_13,33,1332,1368,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_7405.mov
11342,Liz,(S)KETCHUP,(S)KETCHUP+,5,S,5,S,N,ASL_2008_02_01,40,600,665,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5589.mov
11343,Tyler,(S)KETCHUP,(S)KETCHUP++,5,S,5,S,N,ASL_2008_05_29b,13,1555,1610,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5589.mov
11344,Naomi,(S)KETCHUP,(S)KETCHUP+,5,S,5,S,N,ASL_2008_08_13,33,2112,2152,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5589.mov
11345,Brady,(S)KETCHUP,(S)KETCHUP+,B-L,O,B-L,O,N,ASL_2011_06_14_Brady,44,4195,4223,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5589.mov
11347,Naomi,CAT+fs-UP,CAT+fs-UP,open-F,,P/K,,N,ASL_2008_08_13,33,1837,1870,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5632.mov
11348,Brady,CAT+fs-UP,CAT+fs-UP,F/9,,P/K,,N,ASL_2011_06_14_Brady,44,2393,2414,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5632.mov
11349,Brady,CAT+fs-UP,CAT+fs-UP,open-F,,P/K,,N,ASL_2011_06_14_Brady,44,3576,3601,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5969.mov
11351,Naomi,CAT+fs-UP,CAT+UP,open-F,,1,,N,ASL_2008_08_13,33,1590,1620,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15114.mov
11353,Tyler,LATER,LATER+++,L,B-L,alt-G,B-L,N,ASL_2008_05_29b,17,1480,1513,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_7459.mov
11354,Brady,LATER,LATER,L,B-L,L,B-L,N,ASL_2011_06_14_Brady,47,1533,1543,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_7459.mov
11356,Liz,GUILTY,GUILTY+,G/Q,,G/Q,,N,ASL_2008_01_11,19,1541,1590,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_7482.mov
11357,Liz,GUILTY,GUILTY+,G/Q,,G/Q,,N,ASL_2008_02_01,13,1737,1790,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5586.mov
11358,Tyler,GUILTY,GUILTY++,G/Q,,G/Q,,N,ASL_2008_05_12a,13,1330,1415,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_7482.mov
11359,Tyler,GUILTY,GUILTY++,G/Q,,G/Q,,N,ASL_2008_05_29a,43,1765,1815,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_5586.mov
11360,Naomi,GUILTY,GUILTY,G/Q,,G/Q,,N,ASL_2008_08_04,13,1698,1738,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_7482.mov
11361,Naomi,GUILTY,GUILTY+,G/Q,,G/Q,,N,ASL_2008_08_13,11,1972,1991,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5586.mov
11362,Brady,GUILTY,GUILTY++,G/Q,,G/Q,,N,ASL_2011_06_08_Brady,12,9537,9574,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_7482.mov
11363,Brady,GUILTY,GUILTY++,G/Q,,G/Q,,N,ASL_2011_06_14_Brady,29,7465,7514,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5586.mov
11365,Liz,IRON-CLOTHES,IRON-CLOTHES++,S,B-L,S,B-L,N,ASL_2008_02_01,35,3080,3145,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_7631.mov
11366,Tyler,IRON-CLOTHES,IRON-CLOTHES+++,S,B-L,S,B-L,N,ASL_2008_05_29b,9,3312,3346,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_7631.mov
11367,Naomi,IRON-CLOTHES,IRON-CLOTHES+++,A,B-L,A,B-L,N,ASL_2008_08_13,29,1907,1965,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_7631.mov
11368,Brady,IRON-CLOTHES,IRON-CLOTHES+++,S,B-L,S,B-L,N,ASL_2011_06_14_Brady,42,800,827,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_7631.mov
11369,Brady,IRON-CLOTHES,IRON-CLOTHES+++,A,B-L,A,B-L,N,ASL_2011_07_22_Brady,45,3368,3416,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5773.mov
11371,Brady,IRON-CLOTHES,IRON-CLOTHES_2+++,Y,B-L,Y,B-L,N,ASL_2011_07_22_Brady,45,3092,3161,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5775.mov
11373,Naomi,(I)IRON-METAL,(I)IRON-METAL,I,S,I,S,N,ASL_2008_08_13,29,1618,1662,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15982.mov
11375,Liz,JACK-O-LANTERN,JACK-O-LANTERN++,crvd-L,crvd-L,crvd-L,crvd-L,N,ASL_2010_08_10_Liz_additional_lexicon_signs,20,425,485,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_7635.mov
11377,Tyler,JACK-O-LANTERN,JACK-O-LANTERN_2++,crvd-B,crvd-B,crvd-B,crvd-B,N,ASL_2008_05_29a,45,521,572,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15350.mov
11379,Liz,BETWEEN/SHARE,BETWEEN/SHARE,B-L,B-L,B-L,B-L,N,ASL_2008_01_11,26,1570,1605,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_7658.mov
11380,Tyler,BETWEEN/SHARE,BETWEEN/SHARE,B-L,B-L,B-L,B-L,N,ASL_2008_05_12a,26,1810,1850,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_7658.mov
11381,Brady,BETWEEN/SHARE,BETWEEN/SHARE,B-L,B-L,B-L,B-L,N,ASL_2011_06_08_Brady,14,3188,3218,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_7658.mov
11383,Liz,AVERAGE,AVERAGE,B-L,B-L,B-L,B-L,N,ASL_2008_02_15,2,825,895,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5380.mov
11384,Naomi,AVERAGE,AVERAGE,B-L,B-L,B-L,B-L,N,ASL_2008_08_04,17,2375,2393,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5380.mov
11385,Naomi,AVERAGE,AVERAGE,B-L,B-L,B-L,B-L,N,ASL_2008_08_04,27,1840,1885,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5382.mov
11386,Brady,AVERAGE,AVERAGE,B-L,B-L,B-L,B-L,N,ASL_2011_06_08_Brady,19,9275,9310,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5380.mov
11387,Brady,AVERAGE,AVERAGE,B-L,B-L,B-L,B-L,N,ASL_2011_06_14_Brady,55,7179,7227,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5382.mov
